mine_id,mine_name,mineral_type,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,data_source
3370,Mine_03370,Sand,0.327,0.871,0.582,4.05,43.19,synthetic_geological_survey
3371,Mine_03371,Marble,0.887,0.414,0.638,3.21,86.12,synthetic_geological_survey
3372,Mine_03372,Salt,0.865,0.192,0.541,2.89,80.67,synthetic_geological_survey
3373,Mine_03373,Sandstone,0.551,0.661,0.461,1.59,116.7,synthetic_geological_survey
3374,Mine_03374,Sandstone,0.467,0.561,0.371,2.95,148.08,synthetic_geological_survey
3375,Mine_03375,Salt,0.825,0.183,0.431,0.62,34.62,synthetic_geological_survey
3376,Mine_03376,Salt,0.84,0.187,0.314,1.58,125.5,synthetic_geological_survey
3377,Mine_03377,Limestone,0.546,0.455,0.438,1.29,29.04,synthetic_geological_survey
3378,Mine_03378,Iron Ore,0.564,0.323,0.266,1.09,38.46,synthetic_geological_survey
3379,Mine_03379,Marble,0.899,0.42,0.706,1.92,136.15,synthetic_geological_survey
3380,Mine_03380,Iron Ore,0.724,0.413,0.274,3.7,126.13,synthetic_geological_survey
3381,Mine_03381,Salt,0.896,0.199,0.754,4.36,83.95,synthetic_geological_survey
3382,Mine_03382,Limestone,0.676,0.563,0.734,2.52,110.55,synthetic_geological_survey
3383,Mine_03383,Marble,0.714,0.333,0.704,1.53,147.86,synthetic_geological_survey
3384,Mine_03384,Limestone,0.592,0.494,0.25,2.6,142.06,synthetic_geological_survey
3385,Mine_03385,Silica Sand,0.432,0.756,0.702,3.02,133.14,synthetic_geological_survey
3386,Mine_03386,Silica Sand,0.389,0.682,0.293,2.43,116.1,synthetic_geological_survey
3387,Mine_03387,Sandstone,0.499,0.598,0.483,2.05,35.86,synthetic_geological_survey
3388,Mine_03388,Limestone,0.524,0.437,0.516,0.93,154.29,synthetic_geological_survey
3389,Mine_03389,Iron Ore,0.74,0.423,0.361,1.2,189.77,synthetic_geological_survey
3390,Mine_03390,Sand,0.332,0.886,0.629,2.46,52.11,synthetic_geological_survey
3391,Mine_03391,Iron Ore,0.828,0.473,0.361,4.09,21.24,synthetic_geological_survey
3392,Mine_03392,Salt,0.817,0.182,0.222,4.52,111.58,synthetic_geological_survey
3393,Mine_03393,Silica Sand,0.395,0.691,0.213,2.14,170.73,synthetic_geological_survey
3394,Mine_03394,Iron Ore,0.742,0.424,0.386,2.28,30.63,synthetic_geological_survey
3395,Mine_03395,Salt,0.893,0.198,0.558,1.02,175.45,synthetic_geological_survey
3396,Mine_03396,Iron Ore,0.69,0.394,0.506,1.76,177.5,synthetic_geological_survey
3397,Mine_03397,Salt,1.051,0.234,0.584,4.38,53.73,synthetic_geological_survey
3398,Mine_03398,Iron Ore,0.828,0.473,0.394,4.27,44.64,synthetic_geological_survey
3399,Mine_03399,Sand,0.292,0.779,0.626,3.17,27.29,synthetic_geological_survey
3400,Mine_03400,Salt,0.908,0.202,0.576,4.55,150.56,synthetic_geological_survey
3401,Mine_03401,Sandstone,0.472,0.567,0.531,4.42,161.42,synthetic_geological_survey
3402,Mine_03402,Iron Ore,0.693,0.396,0.434,4.94,55.09,synthetic_geological_survey
3403,Mine_03403,Sandstone,0.489,0.587,0.385,1.46,125.05,synthetic_geological_survey
3404,Mine_03404,Granite,0.817,0.306,0.561,1.37,163.18,synthetic_geological_survey
3405,Mine_03405,Limestone,0.562,0.468,0.338,1.47,188.94,synthetic_geological_survey
3406,Mine_03406,Marble,0.856,0.399,0.634,3.15,89.5,synthetic_geological_survey
3407,Mine_03407,Marble,0.636,0.297,0.201,1.84,63.34,synthetic_geological_survey
3408,Mine_03408,Iron Ore,0.755,0.431,0.343,4.5,29.51,synthetic_geological_survey
3409,Mine_03409,Iron Ore,0.764,0.437,0.517,2.88,197.82,synthetic_geological_survey
3410,Mine_03410,Marble,0.863,0.403,0.29,2.1,61.3,synthetic_geological_survey
3411,Mine_03411,Limestone,0.592,0.494,0.368,4.47,89.7,synthetic_geological_survey
3412,Mine_03412,Silica Sand,0.395,0.691,0.482,1.36,175.57,synthetic_geological_survey
3413,Mine_03413,Silica Sand,0.337,0.589,0.632,4.59,119.03,synthetic_geological_survey
3414,Mine_03414,Sand,0.321,0.856,0.667,3.1,76.61,synthetic_geological_survey
3415,Mine_03415,Sandstone,0.536,0.643,0.274,2.29,155.88,synthetic_geological_survey
3416,Mine_03416,Sandstone,0.451,0.542,0.207,4.17,118.76,synthetic_geological_survey
3417,Mine_03417,Sandstone,0.413,0.496,0.425,4.67,31.63,synthetic_geological_survey
3418,Mine_03418,Limestone,0.515,0.429,0.718,1.92,36.59,synthetic_geological_survey
3419,Mine_03419,Limestone,0.71,0.592,0.793,2.12,128.21,synthetic_geological_survey
3420,Mine_03420,Salt,0.836,0.186,0.395,3.17,179.76,synthetic_geological_survey
3421,Mine_03421,Sandstone,0.459,0.551,0.327,0.99,83.12,synthetic_geological_survey
3422,Mine_03422,Granite,0.838,0.314,0.735,0.63,164.8,synthetic_geological_survey
3423,Mine_03423,Iron Ore,0.798,0.456,0.532,2.72,112.05,synthetic_geological_survey
3424,Mine_03424,Limestone,0.552,0.46,0.34,2.34,100.42,synthetic_geological_survey
3425,Mine_03425,Iron Ore,0.777,0.444,0.56,1.44,104.06,synthetic_geological_survey
3426,Mine_03426,Silica Sand,0.383,0.67,0.643,2.78,40.23,synthetic_geological_survey
3427,Mine_03427,Marble,0.684,0.319,0.463,2.17,125.21,synthetic_geological_survey
3428,Mine_03428,Sandstone,0.414,0.497,0.674,3.27,55.34,synthetic_geological_survey
3429,Mine_03429,Silica Sand,0.389,0.681,0.339,2.5,170.69,synthetic_geological_survey
3430,Mine_03430,Salt,0.932,0.207,0.244,3.09,169.14,synthetic_geological_survey
3431,Mine_03431,Sandstone,0.53,0.636,0.365,3.09,63.88,synthetic_geological_survey
3432,Mine_03432,Marble,0.885,0.413,0.402,0.77,57.36,synthetic_geological_survey
3433,Mine_03433,Sand,0.346,0.922,0.586,2.62,106.99,synthetic_geological_survey
3434,Mine_03434,Marble,0.606,0.283,0.571,2.68,198.66,synthetic_geological_survey
3435,Mine_03435,Limestone,0.506,0.421,0.646,0.7,55.64,synthetic_geological_survey
3436,Mine_03436,Salt,1.059,0.235,0.239,3.52,157.57,synthetic_geological_survey
3437,Mine_03437,Limestone,0.59,0.492,0.713,2.7,112.58,synthetic_geological_survey
3438,Mine_03438,Marble,0.701,0.327,0.642,3.08,34.47,synthetic_geological_survey
3439,Mine_03439,Sandstone,0.535,0.642,0.577,1.86,54.57,synthetic_geological_survey
3440,Mine_03440,Granite,0.779,0.292,0.477,4.0,29.64,synthetic_geological_survey
3441,Mine_03441,Iron Ore,0.788,0.45,0.315,1.68,184.07,synthetic_geological_survey
3442,Mine_03442,Sandstone,0.505,0.606,0.799,4.69,144.8,synthetic_geological_survey
3443,Mine_03443,Marble,0.862,0.402,0.495,1.23,144.89,synthetic_geological_survey
3444,Mine_03444,Silica Sand,0.449,0.786,0.754,4.42,164.53,synthetic_geological_survey
3445,Mine_03445,Marble,0.771,0.36,0.462,1.16,110.07,synthetic_geological_survey
3446,Mine_03446,Sandstone,0.57,0.684,0.447,2.52,87.55,synthetic_geological_survey
3447,Mine_03447,Sandstone,0.412,0.494,0.479,3.44,188.99,synthetic_geological_survey
3448,Mine_03448,Iron Ore,0.682,0.39,0.701,1.53,46.08,synthetic_geological_survey
3449,Mine_03449,Sand,0.25,0.665,0.401,3.91,115.4,synthetic_geological_survey
3450,Mine_03450,Salt,0.997,0.222,0.599,2.73,124.13,synthetic_geological_survey
3451,Mine_03451,Sand,0.285,0.759,0.392,4.42,131.08,synthetic_geological_survey
3452,Mine_03452,Salt,1.002,0.223,0.586,1.77,87.2,synthetic_geological_survey
3453,Mine_03453,Silica Sand,0.416,0.728,0.322,3.49,98.57,synthetic_geological_survey
3454,Mine_03454,Salt,0.974,0.216,0.324,3.87,108.34,synthetic_geological_survey
3455,Mine_03455,Iron Ore,0.579,0.331,0.759,4.4,181.99,synthetic_geological_survey
3456,Mine_03456,Sand,0.34,0.906,0.499,3.66,33.28,synthetic_geological_survey
3457,Mine_03457,Silica Sand,0.389,0.68,0.771,3.32,58.26,synthetic_geological_survey
3458,Mine_03458,Marble,0.708,0.33,0.546,0.59,99.92,synthetic_geological_survey
3459,Mine_03459,Sandstone,0.568,0.681,0.477,1.89,35.72,synthetic_geological_survey
3460,Mine_03460,Granite,0.811,0.304,0.663,3.47,151.88,synthetic_geological_survey
3461,Mine_03461,Sand,0.268,0.714,0.32,4.75,145.08,synthetic_geological_survey
3462,Mine_03462,Sand,0.275,0.733,0.633,3.27,148.79,synthetic_geological_survey
3463,Mine_03463,Salt,0.726,0.161,0.4,1.52,27.12,synthetic_geological_survey
3464,Mine_03464,Iron Ore,0.814,0.465,0.522,3.31,159.28,synthetic_geological_survey
3465,Mine_03465,Silica Sand,0.386,0.676,0.515,4.51,121.29,synthetic_geological_survey
3466,Mine_03466,Iron Ore,0.686,0.392,0.574,2.55,55.95,synthetic_geological_survey
3467,Mine_03467,Limestone,0.636,0.53,0.593,4.09,41.74,synthetic_geological_survey
3468,Mine_03468,Iron Ore,0.732,0.418,0.689,2.2,141.28,synthetic_geological_survey
3469,Mine_03469,Marble,0.81,0.378,0.346,4.05,58.02,synthetic_geological_survey
3470,Mine_03470,Sandstone,0.532,0.639,0.705,1.05,194.15,synthetic_geological_survey
3471,Mine_03471,Silica Sand,0.426,0.745,0.385,0.73,191.62,synthetic_geological_survey
3472,Mine_03472,Granite,0.649,0.244,0.464,3.53,34.0,synthetic_geological_survey
3473,Mine_03473,Granite,0.949,0.356,0.548,1.26,109.81,synthetic_geological_survey
3474,Mine_03474,Granite,0.878,0.329,0.32,1.71,164.0,synthetic_geological_survey
3475,Mine_03475,Sandstone,0.576,0.691,0.529,2.75,169.41,synthetic_geological_survey
3476,Mine_03476,Sandstone,0.446,0.536,0.559,2.6,133.56,synthetic_geological_survey
3477,Mine_03477,Salt,0.954,0.212,0.525,2.37,60.45,synthetic_geological_survey
3478,Mine_03478,Limestone,0.676,0.563,0.404,1.98,98.59,synthetic_geological_survey
3479,Mine_03479,Marble,0.86,0.401,0.434,3.41,81.02,synthetic_geological_survey
3480,Mine_03480,Marble,0.818,0.382,0.545,0.55,95.03,synthetic_geological_survey
3481,Mine_03481,Marble,0.756,0.353,0.484,2.82,97.16,synthetic_geological_survey
3482,Mine_03482,Salt,0.829,0.184,0.484,1.45,91.67,synthetic_geological_survey
3483,Mine_03483,Sand,0.286,0.763,0.267,2.15,151.04,synthetic_geological_survey
3484,Mine_03484,Granite,0.677,0.254,0.453,4.16,38.64,synthetic_geological_survey
3485,Mine_03485,Sand,0.327,0.871,0.673,3.11,99.01,synthetic_geological_survey
3486,Mine_03486,Sand,0.268,0.714,0.69,1.22,165.88,synthetic_geological_survey
3487,Mine_03487,Iron Ore,0.692,0.396,0.476,0.73,62.14,synthetic_geological_survey
3488,Mine_03488,Marble,0.872,0.407,0.416,1.14,25.04,synthetic_geological_survey
3489,Mine_03489,Sand,0.308,0.822,0.797,2.34,146.49,synthetic_geological_survey
3490,Mine_03490,Marble,0.752,0.351,0.295,5.0,140.43,synthetic_geological_survey
3491,Mine_03491,Granite,0.959,0.36,0.356,3.86,128.4,synthetic_geological_survey
3492,Mine_03492,Sandstone,0.568,0.681,0.407,4.32,89.84,synthetic_geological_survey
3493,Mine_03493,Iron Ore,0.677,0.387,0.282,2.52,63.37,synthetic_geological_survey
3494,Mine_03494,Sandstone,0.41,0.492,0.369,4.95,104.32,synthetic_geological_survey
3495,Mine_03495,Sandstone,0.529,0.634,0.79,2.37,115.4,synthetic_geological_survey
3496,Mine_03496,Sandstone,0.433,0.52,0.631,2.77,47.25,synthetic_geological_survey
3497,Mine_03497,Silica Sand,0.469,0.821,0.431,4.88,179.07,synthetic_geological_survey
3498,Mine_03498,Sandstone,0.565,0.678,0.76,1.1,132.53,synthetic_geological_survey
3499,Mine_03499,Silica Sand,0.385,0.674,0.52,4.01,148.23,synthetic_geological_survey
3500,Mine_03500,Iron Ore,0.808,0.462,0.221,1.26,162.31,synthetic_geological_survey
3501,Mine_03501,Marble,0.88,0.411,0.263,3.84,198.38,synthetic_geological_survey
3502,Mine_03502,Granite,0.707,0.265,0.351,2.77,121.4,synthetic_geological_survey
3503,Mine_03503,Silica Sand,0.385,0.674,0.727,1.16,73.66,synthetic_geological_survey
3504,Mine_03504,Salt,1.029,0.229,0.541,0.59,71.75,synthetic_geological_survey
3505,Mine_03505,Limestone,0.673,0.561,0.366,2.04,154.18,synthetic_geological_survey
3506,Mine_03506,Marble,0.802,0.374,0.61,0.63,176.61,synthetic_geological_survey
3507,Mine_03507,Limestone,0.652,0.543,0.72,2.15,112.64,synthetic_geological_survey
3508,Mine_03508,Granite,0.877,0.329,0.296,0.77,121.45,synthetic_geological_survey
3509,Mine_03509,Sandstone,0.543,0.652,0.324,4.78,88.06,synthetic_geological_survey
3510,Mine_03510,Iron Ore,0.834,0.477,0.773,4.42,104.61,synthetic_geological_survey
3511,Mine_03511,Granite,0.651,0.244,0.556,2.12,172.93,synthetic_geological_survey
3512,Mine_03512,Iron Ore,0.766,0.438,0.689,2.54,173.98,synthetic_geological_survey
3513,Mine_03513,Granite,0.704,0.264,0.57,3.8,71.21,synthetic_geological_survey
3514,Mine_03514,Salt,0.787,0.175,0.566,3.63,141.92,synthetic_geological_survey
3515,Mine_03515,Sand,0.253,0.674,0.612,1.51,58.2,synthetic_geological_survey
3516,Mine_03516,Limestone,0.69,0.575,0.318,3.44,75.37,synthetic_geological_survey
3517,Mine_03517,Silica Sand,0.48,0.84,0.42,2.88,83.93,synthetic_geological_survey
3518,Mine_03518,Sand,0.287,0.765,0.348,1.0,117.34,synthetic_geological_survey
3519,Mine_03519,Sandstone,0.512,0.615,0.411,3.68,80.13,synthetic_geological_survey
3520,Mine_03520,Silica Sand,0.413,0.722,0.437,1.39,80.09,synthetic_geological_survey
3521,Mine_03521,Granite,0.706,0.265,0.57,0.58,151.73,synthetic_geological_survey
3522,Mine_03522,Silica Sand,0.422,0.739,0.735,1.47,115.51,synthetic_geological_survey
3523,Mine_03523,Salt,0.775,0.172,0.517,2.26,123.99,synthetic_geological_survey
3524,Mine_03524,Sand,0.307,0.82,0.646,1.27,82.73,synthetic_geological_survey
3525,Mine_03525,Limestone,0.621,0.517,0.673,4.79,73.83,synthetic_geological_survey
3526,Mine_03526,Sand,0.287,0.766,0.388,0.73,90.06,synthetic_geological_survey
3527,Mine_03527,Sand,0.246,0.657,0.688,0.71,47.99,synthetic_geological_survey
3528,Mine_03528,Salt,0.982,0.218,0.623,2.47,168.44,synthetic_geological_survey
3529,Mine_03529,Granite,0.747,0.28,0.258,3.54,21.91,synthetic_geological_survey
3530,Mine_03530,Silica Sand,0.456,0.798,0.764,4.07,87.58,synthetic_geological_survey
3531,Mine_03531,Iron Ore,0.589,0.337,0.738,3.76,39.66,synthetic_geological_survey
3532,Mine_03532,Sandstone,0.412,0.494,0.523,4.46,156.47,synthetic_geological_survey
3533,Mine_03533,Iron Ore,0.671,0.383,0.564,0.86,161.03,synthetic_geological_survey
3534,Mine_03534,Sand,0.35,0.932,0.366,1.81,78.08,synthetic_geological_survey
3535,Mine_03535,Marble,0.742,0.346,0.383,3.46,70.9,synthetic_geological_survey
3536,Mine_03536,Silica Sand,0.386,0.675,0.521,3.92,31.07,synthetic_geological_survey
3537,Mine_03537,Marble,0.674,0.315,0.492,4.66,137.51,synthetic_geological_survey
3538,Mine_03538,Iron Ore,0.593,0.339,0.273,4.53,57.38,synthetic_geological_survey
3539,Mine_03539,Limestone,0.57,0.475,0.739,3.91,58.34,synthetic_geological_survey
3540,Mine_03540,Silica Sand,0.457,0.799,0.669,3.72,44.36,synthetic_geological_survey
3541,Mine_03541,Granite,0.683,0.256,0.527,4.23,117.56,synthetic_geological_survey
3542,Mine_03542,Marble,0.791,0.369,0.62,1.59,121.38,synthetic_geological_survey
3543,Mine_03543,Granite,0.896,0.336,0.246,2.39,58.28,synthetic_geological_survey
3544,Mine_03544,Sand,0.332,0.885,0.716,4.44,25.79,synthetic_geological_survey
3545,Mine_03545,Granite,0.959,0.36,0.578,2.27,31.02,synthetic_geological_survey
3546,Mine_03546,Limestone,0.581,0.484,0.283,4.71,141.0,synthetic_geological_survey
3547,Mine_03547,Salt,0.822,0.183,0.474,1.44,134.26,synthetic_geological_survey
3548,Mine_03548,Sandstone,0.425,0.51,0.77,0.59,164.57,synthetic_geological_survey
3549,Mine_03549,Sandstone,0.479,0.575,0.215,3.73,95.82,synthetic_geological_survey
3550,Mine_03550,Sandstone,0.532,0.639,0.713,1.9,99.22,synthetic_geological_survey
3551,Mine_03551,Iron Ore,0.782,0.447,0.582,2.73,24.42,synthetic_geological_survey
3552,Mine_03552,Marble,0.835,0.39,0.406,0.96,98.47,synthetic_geological_survey
3553,Mine_03553,Marble,0.631,0.295,0.264,2.93,192.8,synthetic_geological_survey
3554,Mine_03554,Sandstone,0.574,0.688,0.78,4.62,146.19,synthetic_geological_survey
3555,Mine_03555,Limestone,0.615,0.513,0.732,2.86,197.35,synthetic_geological_survey
3556,Mine_03556,Sandstone,0.481,0.577,0.517,2.19,103.58,synthetic_geological_survey
3557,Mine_03557,Silica Sand,0.453,0.793,0.234,2.43,128.75,synthetic_geological_survey
3558,Mine_03558,Salt,0.861,0.191,0.615,4.13,146.75,synthetic_geological_survey
3559,Mine_03559,Granite,0.96,0.36,0.48,4.28,114.11,synthetic_geological_survey
3560,Mine_03560,Iron Ore,0.814,0.465,0.347,2.56,130.22,synthetic_geological_survey
3561,Mine_03561,Silica Sand,0.377,0.66,0.571,1.29,69.25,synthetic_geological_survey
3562,Mine_03562,Sandstone,0.489,0.586,0.508,3.95,175.01,synthetic_geological_survey
3563,Mine_03563,Marble,0.856,0.399,0.26,1.07,195.06,synthetic_geological_survey
3564,Mine_03564,Granite,0.659,0.247,0.396,2.72,137.79,synthetic_geological_survey
3565,Mine_03565,Iron Ore,0.634,0.362,0.264,0.62,141.61,synthetic_geological_survey
3566,Mine_03566,Silica Sand,0.442,0.774,0.506,0.98,64.29,synthetic_geological_survey
3567,Mine_03567,Granite,0.765,0.287,0.47,2.19,133.38,synthetic_geological_survey
3568,Mine_03568,Marble,0.768,0.358,0.743,2.14,103.02,synthetic_geological_survey
3569,Mine_03569,Limestone,0.556,0.463,0.547,4.01,124.63,synthetic_geological_survey
3570,Mine_03570,Sand,0.297,0.791,0.287,4.31,186.51,synthetic_geological_survey
3571,Mine_03571,Limestone,0.611,0.509,0.401,1.65,170.76,synthetic_geological_survey
3572,Mine_03572,Sand,0.354,0.945,0.677,0.93,131.02,synthetic_geological_survey
3573,Mine_03573,Iron Ore,0.734,0.419,0.204,1.06,171.78,synthetic_geological_survey
3574,Mine_03574,Granite,0.858,0.322,0.423,4.9,118.43,synthetic_geological_survey
3575,Mine_03575,Silica Sand,0.36,0.63,0.227,2.04,168.81,synthetic_geological_survey
3576,Mine_03576,Sand,0.28,0.748,0.519,2.91,75.02,synthetic_geological_survey
3577,Mine_03577,Silica Sand,0.4,0.7,0.494,2.66,196.95,synthetic_geological_survey
3578,Mine_03578,Sand,0.256,0.683,0.54,4.5,132.52,synthetic_geological_survey
3579,Mine_03579,Marble,0.788,0.368,0.593,1.57,64.54,synthetic_geological_survey
3580,Mine_03580,Marble,0.746,0.348,0.208,2.13,84.09,synthetic_geological_survey
3581,Mine_03581,Marble,0.627,0.292,0.388,5.0,42.78,synthetic_geological_survey
3582,Mine_03582,Silica Sand,0.382,0.668,0.451,4.04,170.74,synthetic_geological_survey
3583,Mine_03583,Marble,0.783,0.365,0.629,3.37,133.81,synthetic_geological_survey
3584,Mine_03584,Iron Ore,0.837,0.478,0.33,4.65,155.7,synthetic_geological_survey
3585,Mine_03585,Sand,0.306,0.816,0.311,3.87,90.84,synthetic_geological_survey
3586,Mine_03586,Iron Ore,0.693,0.396,0.773,3.98,113.12,synthetic_geological_survey
3587,Mine_03587,Salt,1.032,0.229,0.271,4.87,40.44,synthetic_geological_survey
3588,Mine_03588,Salt,1.021,0.227,0.564,2.61,82.62,synthetic_geological_survey
3589,Mine_03589,Sand,0.311,0.83,0.468,2.26,71.42,synthetic_geological_survey
3590,Mine_03590,Sand,0.276,0.737,0.326,2.94,118.31,synthetic_geological_survey
3591,Mine_03591,Sandstone,0.543,0.652,0.761,1.57,79.69,synthetic_geological_survey
3592,Mine_03592,Sandstone,0.598,0.718,0.68,3.61,65.07,synthetic_geological_survey
3593,Mine_03593,Sandstone,0.574,0.688,0.323,3.42,182.78,synthetic_geological_survey
3594,Mine_03594,Marble,0.605,0.282,0.532,3.51,76.01,synthetic_geological_survey
3595,Mine_03595,Salt,0.899,0.2,0.743,4.19,163.06,synthetic_geological_survey
3596,Mine_03596,Salt,0.859,0.191,0.563,4.07,74.35,synthetic_geological_survey
3597,Mine_03597,Granite,0.878,0.329,0.27,1.88,120.81,synthetic_geological_survey
3598,Mine_03598,Sand,0.303,0.808,0.558,1.92,98.38,synthetic_geological_survey
3599,Mine_03599,Granite,0.717,0.269,0.737,4.23,138.12,synthetic_geological_survey
3600,Mine_03600,Sand,0.293,0.783,0.456,4.7,111.22,synthetic_geological_survey
3601,Mine_03601,Silica Sand,0.469,0.82,0.536,1.67,65.16,synthetic_geological_survey
3602,Mine_03602,Limestone,0.496,0.413,0.72,4.17,182.19,synthetic_geological_survey
3603,Mine_03603,Iron Ore,0.574,0.328,0.297,4.57,67.88,synthetic_geological_survey
3604,Mine_03604,Silica Sand,0.374,0.654,0.287,1.65,156.03,synthetic_geological_survey
3605,Mine_03605,Iron Ore,0.637,0.364,0.726,2.02,84.79,synthetic_geological_survey
3606,Mine_03606,Granite,0.784,0.294,0.729,0.95,168.46,synthetic_geological_survey
3607,Mine_03607,Sand,0.315,0.839,0.379,2.63,59.89,synthetic_geological_survey
3608,Mine_03608,Marble,0.717,0.335,0.343,2.8,112.89,synthetic_geological_survey
3609,Mine_03609,Iron Ore,0.724,0.414,0.383,2.65,66.99,synthetic_geological_survey
3610,Mine_03610,Marble,0.854,0.398,0.435,3.96,99.75,synthetic_geological_survey
3611,Mine_03611,Limestone,0.552,0.46,0.631,1.36,92.71,synthetic_geological_survey
3612,Mine_03612,Silica Sand,0.443,0.776,0.517,4.45,96.53,synthetic_geological_survey
3613,Mine_03613,Sandstone,0.548,0.658,0.364,3.13,170.0,synthetic_geological_survey
3614,Mine_03614,Sand,0.332,0.886,0.411,1.6,170.98,synthetic_geological_survey
3615,Mine_03615,Limestone,0.673,0.561,0.562,3.33,38.59,synthetic_geological_survey
3616,Mine_03616,Limestone,0.684,0.57,0.702,0.64,51.82,synthetic_geological_survey
3617,Mine_03617,Sandstone,0.485,0.583,0.535,0.78,193.91,synthetic_geological_survey
3618,Mine_03618,Salt,0.735,0.163,0.636,0.92,194.14,synthetic_geological_survey
3619,Mine_03619,Sand,0.338,0.902,0.586,1.28,59.47,synthetic_geological_survey
3620,Mine_03620,Sandstone,0.495,0.594,0.299,1.18,125.69,synthetic_geological_survey
