mine_id,mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status,avg_rainfall_mm,max_rainfall_mm,rainfall_variability,avg_temp_c,max_avg_temp_c,min_avg_temp_c,extreme_max_temp_c,extreme_min_temp_c,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,rainfall_intensity,temperature_stress,slope_risk_factor,geological_risk,environmental_risk_score
815,Mine_00815,Perambalur,Granite,1.0,9.246799,78.551018,Active,115.85,258.31,80.87,24.93,32.24,16.75,38.8,10.62,937.6,11.82,153.92,7.22,0.921,0.345,0.609,1.36,88.88,2.2296935692706086,2.818,0.26266666666666666,0.027254999999999984,0.876
816,Mine_00816,Tirunelveli,Limestone,19.18,8.30011,78.697575,Active,72.36,138.32,45.96,25.32,32.26,17.73,40.58,9.98,814.15,10.01,250.1,7.72,0.537,0.448,0.755,3.65,182.85,1.9115533443891652,3.0599999999999996,0.22244444444444444,0.207424,0.893
817,Mine_00817,Madurai,Limestone,9.75,10.434175,76.217632,Active,160.97,272.74,101.51,23.92,30.46,16.87,37.79,9.18,1115.97,44.31,115.76,15.31,0.592,0.493,0.694,1.63,103.57,1.6943529850282661,2.8609999999999998,0.9846666666666667,0.20114400000000002,1.05
818,Mine_00818,Madurai,Marble,12.29,10.769508,76.306491,Active,173.86,334.36,121.03,23.7,32.0,14.98,37.63,8.98,737.23,6.23,160.78,5.78,0.856,0.399,0.494,2.73,116.95,1.9231565627516392,2.865,0.13844444444444445,0.05745600000000001,0.779
819,Mine_00819,Salem,Marble,25.1,10.449626,76.065552,Closed,176.38,363.58,133.06,24.11,31.88,15.76,39.22,9.28,1303.65,35.92,98.22,13.8,0.627,0.293,0.298,2.76,143.26,2.0613448236761536,2.9939999999999998,0.7982222222222223,0.109289,1.014
820,Mine_00820,Kanyakumari,Sand,37.16,9.212682,78.815429,Active,116.28,271.45,90.76,25.05,32.17,18.13,40.34,10.13,871.37,12.39,81.93,4.11,0.305,0.812,0.464,2.79,144.74,2.3344513243894047,3.021,0.2753333333333333,0.5643400000000001,1.067
821,Mine_00821,Karur,Limestone,2.46,11.323976,79.436615,Active,184.58,422.1,144.82,23.54,30.52,15.33,38.7,8.94,798.22,5.36,82.85,4.12,0.577,0.481,0.663,3.17,98.64,2.2868133058836277,2.9760000000000004,0.11911111111111111,0.203463,0.918
822,Mine_00822,Dindigul,Iron Ore,3.34,10.430085,76.73515,Active,145.18,338.69,110.63,24.12,30.69,15.5,36.84,8.95,977.56,5.2,119.58,2.25,0.714,0.408,0.397,3.88,178.06,2.3328970932635347,2.7890000000000006,0.11555555555555556,0.116688,0.855
823,Mine_00823,Namakkal,Limestone,19.56,8.281326,77.79007,Active,89.02,190.97,59.41,25.6,34.08,17.97,40.64,12.86,237.64,10.48,196.82,3.21,0.563,0.469,0.759,0.91,185.91,2.1452482588182433,2.778,0.2328888888888889,0.20495300000000002,0.914
824,Mine_00824,Virudhunagar,Sandstone,19.3,12.615306,76.65397,Active,203.33,486.49,158.42,23.57,30.7,14.85,37.33,8.96,967.46,18.9,113.81,6.74,0.413,0.495,0.617,4.45,39.96,2.3926129936556335,2.8369999999999997,0.42,0.29056499999999996,1.037
825,Mine_00825,Vellore,Iron Ore,2.95,11.156262,78.547083,Active,149.74,379.06,113.32,23.62,29.49,15.59,37.42,10.65,634.38,20.74,123.21,8.02,0.626,0.358,0.73,1.48,105.4,2.531454521170028,2.6770000000000005,0.46088888888888885,0.13389199999999998,1.025
826,Mine_00826,Kanyakumari,Granite,128.55,8.267822,76.441035,Active,77.7,158.95,54.47,25.31,33.75,17.04,40.6,10.24,584.8,11.04,52.83,5.57,0.74,0.278,0.22,1.9,186.16,2.0456885456885456,3.036,0.24533333333333332,0.07228000000000001,0.83
827,Mine_00827,Cuddalore,Limestone,31.17,11.550647,76.205133,Active,220.52,405.06,157.64,23.26,30.11,15.64,36.47,8.53,570.89,19.26,58.93,8.26,0.689,0.574,0.766,0.56,48.21,1.8368401959005984,2.7939999999999996,0.42800000000000005,0.178514,0.905
828,Mine_00828,Madurai,Salt,14.07,8.424531,76.764492,Active,86.34,184.97,59.94,25.14,33.14,17.21,40.06,11.12,1339.47,39.81,304.96,12.65,0.815,0.181,0.201,4.0,150.25,2.1423442205235115,2.8940000000000006,0.8846666666666667,0.03348500000000001,1.013
829,Mine_00829,Coimbatore,Marble,29.24,9.352161,77.611629,Active,118.25,251.16,86.18,24.85,31.16,18.05,38.65,9.41,522.56,15.41,349.54,4.63,0.711,0.332,0.633,0.97,148.5,2.1239746300211415,2.924,0.34244444444444444,0.09594800000000002,0.912
830,Mine_00830,Madurai,Silica Sand,119.02,8.784061,77.719628,Active,115.41,242.63,90.51,25.2,32.99,18.23,38.82,11.08,349.55,9.05,117.99,6.32,0.42,0.735,0.359,4.36,69.36,2.1023308205528117,2.774,0.20111111111111113,0.42630000000000007,0.922
831,Mine_00831,Tuticorin,Marble,1.0,11.687389,78.888188,Active,189.1,438.41,134.77,23.35,31.04,15.17,38.57,8.41,759.64,23.74,110.03,9.85,0.849,0.396,0.502,0.62,29.31,2.318402961396087,3.016,0.5275555555555556,0.05979600000000001,0.992
832,Mine_00832,Tirunelveli,Granite,1.0,9.844544,76.79687,Active,137.45,304.67,106.1,24.79,32.09,15.11,38.77,9.12,1399.53,26.95,1.96,9.73,0.667,0.25,0.243,3.97,126.35,2.2165878501273193,2.9650000000000007,0.5988888888888889,0.08324999999999999,0.969
833,Mine_00833,Salem,Salt,36.59,12.00761,77.419137,Closed,203.59,433.32,143.13,23.9,30.91,16.22,38.67,10.96,1420.08,42.6,169.47,14.65,0.96,0.213,0.267,1.66,155.76,2.1283953042880297,2.771,0.9466666666666667,0.008520000000000007,1.016
834,Mine_00834,Virudhunagar,Sandstone,2.09,11.39641,76.935025,Active,217.17,436.7,157.57,24.02,29.91,16.45,34.01,11.05,1048.62,36.62,112.36,13.21,0.561,0.673,0.244,3.76,26.08,2.010867062669798,2.296,0.8137777777777777,0.29544699999999996,0.989
835,Mine_00835,Dindigul,Sand,16.14,12.298979,77.966732,Active,194.44,425.63,131.99,23.27,31.29,17.74,38.24,9.92,1076.02,35.04,37.11,15.35,0.343,0.916,0.593,4.38,177.96,2.189004320098745,2.832,0.7786666666666666,0.601812,1.194
836,Mine_00836,Tirunelveli,Granite,74.25,9.787075,79.09283,Active,119.65,278.57,81.68,23.98,31.23,16.53,39.96,10.47,371.04,5.77,23.18,2.36,0.784,0.294,0.352,0.53,26.11,2.328207271207689,2.9490000000000003,0.1282222222222222,0.06350399999999999,0.853
837,Mine_00837,Tuticorin,Silica Sand,26.92,11.468946,79.328573,Active,186.57,417.35,135.99,23.38,31.9,16.5,39.22,9.51,744.58,15.79,225.68,6.62,0.347,0.607,0.756,3.03,90.27,2.236961998177628,2.971,0.35088888888888886,0.39637100000000003,1.044
838,Mine_00838,Namakkal,Limestone,12.73,12.023592,77.674541,Active,197.49,381.17,142.42,23.4,29.53,16.47,35.0,10.51,1879.63,38.94,256.79,16.47,0.642,0.535,0.705,4.25,43.99,1.930072408729556,2.4490000000000003,0.8653333333333333,0.19153,1.018
839,Mine_00839,Tiruppur,Sandstone,126.05,12.895759,78.935238,Active,225.74,473.08,155.99,23.37,30.71,16.46,37.07,9.88,757.47,12.92,165.34,7.48,0.46,0.552,0.607,1.5,183.07,2.0956853016744925,2.719,0.2871111111111111,0.29808000000000007,0.927
840,Mine_00840,Ariyalur,Salt,38.56,11.127037,76.266297,Active,188.88,336.73,115.76,23.51,30.37,15.92,36.82,9.62,1191.29,28.01,298.95,13.31,0.747,0.166,0.568,0.85,146.56,1.782772130453198,2.72,0.6224444444444445,0.041998,0.885
841,Mine_00841,Kanyakumari,Iron Ore,5.71,8.873052,80.271729,Active,117.06,219.51,82.53,25.03,31.38,17.11,39.37,10.32,283.32,0.21,110.76,3.24,0.772,0.441,0.285,1.13,23.41,1.8751922091235262,2.905,0.004666666666666666,0.100548,0.726
842,Mine_00842,Ariyalur,Sandstone,9.34,9.954916,79.011486,Closed,136.99,271.21,98.89,25.21,32.24,15.7,38.46,10.04,598.87,8.12,55.16,5.6,0.527,0.633,0.473,3.41,101.64,1.979779545952259,2.842,0.18044444444444444,0.299409,0.871
843,Mine_00843,Madurai,Iron Ore,17.71,11.265793,78.59017,Active,190.38,368.65,118.8,24.03,30.64,16.41,35.89,9.48,569.16,11.52,297.17,4.97,0.586,0.335,0.54,2.16,63.39,1.9363903771404558,2.641,0.256,0.13869,0.824
844,Mine_00844,Krishnagiri,Sandstone,32.25,11.136578,76.945482,Active,189.02,416.21,148.73,24.25,31.86,16.06,39.29,11.64,1684.36,31.41,108.21,11.38,0.563,0.675,0.766,0.73,178.65,2.2019363030367156,2.7649999999999997,0.698,0.29497500000000004,1.091
845,Mine_00845,Namakkal,Sand,17.53,12.29117,78.537518,Active,219.83,395.75,147.9,23.69,32.13,15.46,38.84,9.11,572.93,14.4,150.46,6.37,0.272,0.726,0.637,3.64,94.69,1.8002547423008688,2.9730000000000003,0.32,0.528528,0.976
846,Mine_00846,Cuddalore,Iron Ore,33.52,12.37934,79.307613,Active,205.6,458.08,157.25,23.86,30.02,17.21,34.57,12.23,532.23,6.16,219.73,4.73,0.742,0.424,0.709,2.98,122.04,2.2280155642023347,2.234,0.1368888888888889,0.109392,0.814
847,Mine_00847,Kanyakumari,Sandstone,5.72,9.437332,77.885948,Active,95.28,217.85,63.74,24.87,32.94,17.44,40.17,11.69,566.65,7.09,56.02,6.4,0.426,0.511,0.674,1.5,100.84,2.2864189756507134,2.8480000000000003,0.15755555555555556,0.293314,0.945
848,Mine_00848,Coimbatore,Marble,13.6,8.035554,78.233076,Active,81.32,176.63,54.27,25.36,34.24,17.96,40.82,10.9,216.05,0.66,118.83,3.25,0.772,0.36,0.697,1.55,193.26,2.1720363994097394,2.992,0.014666666666666668,0.08207999999999999,0.832
849,Mine_00849,Cuddalore,Silica Sand,35.16,13.178108,76.784842,Active,240.93,484.74,173.44,23.15,29.62,16.02,37.76,9.38,1137.19,44.31,52.6,15.96,0.459,0.803,0.23,0.8,56.14,2.0119536794919686,2.8379999999999996,0.9846666666666667,0.43442299999999995,1.135
850,Mine_00850,Dharmapuri,Granite,39.31,11.027924,77.833145,Active,167.26,343.44,107.91,23.45,30.09,16.52,36.74,8.62,1806.21,25.21,110.85,9.35,0.884,0.332,0.376,0.64,186.74,2.0533301446849217,2.8120000000000003,0.5602222222222223,0.038512,0.909
851,Mine_00851,Virudhunagar,Iron Ore,8.74,8.124105,79.877492,Active,74.28,152.52,53.31,25.17,32.95,17.92,38.5,12.87,457.51,5.31,322.91,4.5,0.74,0.423,0.252,2.56,158.53,2.0533117932148626,2.563,0.118,0.10998,0.761
852,Mine_00852,Madurai,Limestone,36.35,12.455886,77.93353,Active,222.34,419.42,161.37,23.9,30.55,16.83,38.4,11.24,2327.54,25.21,100.47,7.78,0.544,0.453,0.686,3.6,143.77,1.886390213187011,2.7159999999999997,0.5602222222222223,0.206568,0.948
853,Mine_00853,Kanyakumari,Silica Sand,33.96,8.994318,77.209589,Closed,116.27,257.44,79.52,24.74,30.76,17.4,38.35,11.29,833.52,10.59,37.26,3.33,0.398,0.696,0.708,2.45,76.94,2.2141567042229293,2.7060000000000004,0.23533333333333334,0.418992,0.981
854,Mine_00854,Theni,Salt,14.64,11.053236,78.645962,Active,167.3,281.77,100.09,24.32,31.98,17.14,39.14,9.48,911.37,18.56,339.77,6.58,0.972,0.216,0.643,2.58,150.41,1.6842199641362818,2.966,0.4124444444444444,0.006048000000000006,0.823
855,Mine_00855,Cuddalore,Salt,7.81,11.976894,79.477019,Active,203.84,468.97,162.94,23.66,31.46,15.51,38.92,9.56,998.87,18.93,103.15,10.53,0.811,0.18,0.498,4.97,130.48,2.3006770015698588,2.936,0.42066666666666663,0.03401999999999999,0.94
856,Mine_00856,Tiruppur,Limestone,20.45,12.465264,76.06238,Active,241.53,497.52,180.92,23.33,30.96,14.68,37.43,7.96,1076.33,17.96,317.43,8.07,0.689,0.574,0.579,1.52,78.29,2.0598683393367283,2.947,0.39911111111111114,0.178514,0.938
857,Mine_00857,Ariyalur,Granite,13.9,9.462987,77.497514,Active,142.7,294.01,110.77,24.95,32.42,17.83,38.22,10.47,791.83,22.91,192.05,11.54,0.926,0.347,0.762,3.31,123.49,2.0603363700070076,2.775,0.5091111111111111,0.025677999999999982,0.926
858,Mine_00858,Tiruppur,Sandstone,33.26,11.64665,79.0558,Active,216.73,442.2,160.41,23.84,31.33,15.58,37.96,9.65,848.9,17.59,213.5,8.08,0.598,0.718,0.321,4.12,170.61,2.0403266737415215,2.8310000000000004,0.3908888888888889,0.288636,0.927
859,Mine_00859,Virudhunagar,Marble,50.94,9.579717,79.958886,Closed,134.57,305.6,108.07,24.42,31.04,17.18,39.14,9.32,584.5,8.22,203.76,5.77,0.639,0.298,0.381,2.93,116.87,2.2709370587798174,2.982,0.18266666666666667,0.107578,0.878
860,Mine_00860,Kanyakumari,Sand,91.07,9.409053,76.99293,Active,132.31,277.72,96.58,25.5,32.69,17.91,40.29,10.65,1414.46,17.52,9.76,7.49,0.317,0.846,0.573,2.04,156.66,2.099009900990099,2.964,0.3893333333333333,0.577818,1.064
861,Mine_00861,Dindigul,Sandstone,21.53,9.961142,80.102766,Active,140.87,310.08,114.3,24.49,31.55,16.56,39.33,10.01,617.64,22.06,27.11,10.5,0.576,0.691,0.663,1.88,83.88,2.2011783914247176,2.932,0.49022222222222217,0.292984,1.035
862,Mine_00862,Karur,Marble,45.64,13.124339,78.791671,Active,269.26,571.73,209.53,23.24,30.59,15.41,38.0,8.62,440.07,9.34,125.78,4.24,0.852,0.397,0.587,2.47,198.44,2.123338037584491,2.938,0.20755555555555555,0.05875600000000001,0.857
863,Mine_00863,Perambalur,Sandstone,14.46,12.3004,79.446364,Closed,210.51,414.41,142.81,23.32,29.11,16.45,35.98,9.57,801.87,17.33,302.58,8.01,0.424,0.508,0.455,1.32,64.47,1.9686000665051544,2.6409999999999996,0.38511111111111107,0.29260800000000003,0.907
864,Mine_00864,Erode,Marble,5.6,11.694399,79.281894,Active,218.55,455.87,158.56,24.08,31.43,16.98,38.95,10.22,495.66,1.96,223.81,1.99,0.896,0.418,0.327,2.14,112.51,2.085884237016701,2.873,0.043555555555555556,0.04347199999999999,0.763
865,Mine_00865,Perambalur,Marble,28.08,9.717044,77.923599,Active,139.89,271.56,100.93,24.88,32.22,16.87,38.58,10.36,611.78,21.94,358.33,8.61,0.863,0.403,0.213,4.78,111.95,1.9412395453570666,2.822,0.4875555555555556,0.05521100000000001,0.855
866,Mine_00866,Tiruppur,Salt,20.32,8.037481,78.355332,Active,73.34,181.28,56.04,25.38,31.73,17.88,38.88,12.19,880.25,21.4,205.09,8.21,1.021,0.227,0.788,2.85,41.72,2.4717752931551678,2.6690000000000005,0.4755555555555555,-0.00476699999999998,0.981
867,Mine_00867,Kanyakumari,Salt,18.5,12.132034,80.036479,Closed,214.54,477.42,166.23,23.6,31.23,15.35,38.75,9.31,871.93,17.47,359.06,6.98,0.919,0.204,0.559,3.03,142.5,2.225319287778503,2.944,0.3882222222222222,0.01652399999999999,0.917
868,Mine_00868,Tuticorin,Granite,41.04,8.140634,79.545866,Active,99.42,188.87,67.88,25.59,32.49,17.57,39.81,10.27,911.05,19.31,292.42,9.57,0.956,0.358,0.262,1.65,49.46,1.89971836652585,2.954,0.4291111111111111,0.015752000000000013,0.835
869,Mine_00869,Kanyakumari,Sand,66.94,8.453233,78.699855,Active,98.95,208.25,70.43,25.78,32.96,17.87,40.36,11.84,870.65,19.64,38.92,6.18,0.274,0.73,0.259,0.83,184.45,2.104598281960586,2.852,0.43644444444444447,0.52998,1.022
870,Mine_00870,Namakkal,Limestone,104.26,12.792234,79.532876,Active,237.48,538.42,168.37,22.82,30.48,14.11,37.09,7.81,660.25,6.55,107.87,4.48,0.622,0.518,0.671,1.08,156.67,2.2672225029476167,2.9280000000000004,0.14555555555555555,0.195804,0.916
871,Mine_00871,Vellore,Granite,4.1,12.693311,77.47672,Closed,261.52,537.49,203.31,23.01,31.25,15.93,38.15,8.79,1732.55,35.56,246.13,12.68,0.653,0.245,0.77,4.47,38.0,2.055253900275314,2.936,0.7902222222222223,0.085015,1.044
872,Mine_00872,Coimbatore,Silica Sand,28.58,8.659741,77.404288,Active,83.07,155.41,53.28,24.72,32.08,17.51,38.79,9.71,598.87,22.92,53.37,9.65,0.348,0.608,0.3,3.06,114.4,1.8708318285783077,2.908,0.5093333333333334,0.396416,0.967
873,Mine_00873,Dharmapuri,Iron Ore,5.91,13.238127,77.479702,Active,261.8,496.29,180.33,22.13,29.87,14.37,37.29,8.36,2036.83,22.14,78.18,11.15,0.691,0.395,0.761,3.63,123.37,1.8956837280366692,2.893,0.492,0.12205500000000002,0.929
874,Mine_00874,Perambalur,Silica Sand,82.0,9.591925,79.52447,Closed,134.66,238.07,87.45,25.15,32.51,15.91,38.66,10.16,828.11,10.56,251.84,7.15,0.409,0.716,0.694,1.76,144.05,1.7679340561413932,2.8499999999999996,0.2346666666666667,0.423156,0.905
875,Mine_00875,Perambalur,Granite,36.44,8.450812,78.910768,Closed,79.56,171.58,57.8,25.8,33.9,18.59,40.07,13.26,664.48,22.13,350.44,10.85,0.651,0.244,0.767,0.83,159.4,2.1566113624937153,2.681,0.49177777777777776,0.085156,0.949
876,Mine_00876,Dharmapuri,Iron Ore,14.68,12.728238,80.317625,Active,184.49,422.09,129.97,22.62,30.79,13.99,36.63,8.13,777.25,18.62,44.04,7.65,0.816,0.466,0.748,4.54,42.26,2.2878746815545554,2.85,0.4137777777777778,0.08574400000000003,0.967
877,Mine_00877,Kanyakumari,Silica Sand,8.65,12.513037,79.044901,Active,224.34,461.7,153.91,23.28,29.63,16.74,37.54,9.29,479.0,10.61,150.53,6.73,0.383,0.671,0.614,3.78,147.19,2.0580369082642416,2.825,0.23577777777777775,0.414007,0.95
878,Mine_00878,Krishnagiri,Limestone,34.49,9.693308,78.1474,Active,106.6,239.44,70.92,24.56,31.52,15.52,38.65,9.84,240.66,3.72,150.04,6.1,0.502,0.419,0.746,3.55,112.32,2.246153846153846,2.881,0.08266666666666667,0.208662,0.899
879,Mine_00879,Kanyakumari,Sandstone,107.82,13.136263,77.810007,Closed,237.15,565.29,194.04,22.89,30.82,14.53,37.24,8.42,1299.25,21.21,49.4,10.9,0.531,0.637,0.366,3.06,77.68,2.383681214421252,2.882,0.4713333333333333,0.298753,1.033
880,Mine_00880,Tuticorin,Sand,102.14,8.780968,77.369088,Active,91.49,233.43,63.94,25.48,33.16,18.37,39.62,13.08,413.21,8.4,143.3,3.08,0.313,0.835,0.43,0.51,124.74,2.5514263853973116,2.654,0.18666666666666668,0.5736450000000001,1.047
881,Mine_00881,Tiruppur,Sand,14.63,9.793593,76.319122,Active,149.57,300.7,111.6,24.47,32.35,15.99,39.29,9.57,1699.87,18.89,274.72,8.97,0.36,0.96,0.5,1.29,76.59,2.0104298990439258,2.972,0.4197777777777778,0.6144,1.06
882,Mine_00882,Tirunelveli,Limestone,12.62,9.368355,80.239262,Active,131.07,260.71,102.98,24.78,31.78,17.79,37.82,11.88,829.63,13.9,212.41,9.03,0.628,0.524,0.496,0.61,62.24,1.989089799343862,2.594,0.3088888888888889,0.19492800000000002,0.858
883,Mine_00883,Karur,Limestone,19.98,8.765897,76.048219,Active,109.04,235.52,81.88,24.67,30.4,17.81,37.13,11.93,1320.9,23.38,203.05,10.21,0.695,0.579,0.23,4.79,48.23,2.1599413059427732,2.5200000000000005,0.5195555555555555,0.176595,0.916
884,Mine_00884,Coimbatore,Sandstone,18.43,9.964558,77.548412,Closed,143.44,322.19,100.88,24.55,30.68,17.66,36.53,9.64,661.67,8.59,338.68,7.03,0.489,0.587,0.585,4.45,31.3,2.246165644171779,2.689,0.19088888888888889,0.299957,0.924
885,Mine_00885,Salem,Limestone,84.78,10.780364,78.28491,Active,161.73,340.54,116.88,24.08,32.56,16.54,39.6,9.25,557.0,6.18,38.61,6.23,0.7,0.583,0.243,1.04,36.19,2.1056081122859087,3.035,0.13733333333333334,0.17490000000000003,0.843
886,Mine_00886,Cuddalore,Silica Sand,11.51,8.403502,78.984158,Closed,95.25,216.41,71.87,25.03,31.2,17.06,39.3,10.88,593.64,17.12,201.54,5.46,0.327,0.572,0.306,3.25,74.16,2.272020997375328,2.8419999999999996,0.3804444444444445,0.384956,0.999
887,Mine_00887,Tiruppur,Sandstone,68.07,12.922811,79.839591,Active,276.59,556.67,206.78,23.41,31.13,14.44,38.28,7.64,368.48,4.54,303.55,2.99,0.508,0.609,0.672,3.96,113.97,2.0126179543728986,3.064,0.10088888888888889,0.299628,0.896
888,Mine_00888,Coimbatore,Iron Ore,11.86,12.136629,78.307936,Active,196.15,358.02,120.42,23.43,29.88,16.45,36.91,8.22,899.15,22.35,16.25,10.79,0.836,0.477,0.385,1.77,90.15,1.8252357889370379,2.8689999999999998,0.4966666666666667,0.07822800000000002,0.863
889,Mine_00889,Salem,Silica Sand,218.29,10.393943,80.143111,Active,164.11,340.89,117.56,24.25,32.95,16.38,39.65,9.23,412.77,2.96,56.42,4.56,0.362,0.634,0.46,1.89,126.96,2.0772043141795136,3.042,0.06577777777777778,0.404492,0.907
890,Mine_00890,Kanyakumari,Iron Ore,9.14,10.302823,76.988357,Active,150.43,316.05,108.16,24.16,31.29,17.15,37.67,11.9,1539.48,32.98,6.08,12.8,0.836,0.478,0.539,2.77,96.96,2.1009771986970684,2.5770000000000004,0.7328888888888888,0.07839200000000002,0.975
891,Mine_00891,Karur,Iron Ore,74.29,12.082607,76.755166,Closed,194.77,400.42,133.61,22.75,30.43,14.96,35.33,9.63,629.44,15.07,57.61,5.07,0.644,0.368,0.265,0.84,53.25,2.0558607588437643,2.5699999999999994,0.3348888888888889,0.13100799999999999,0.834
892,Mine_00892,Cuddalore,Iron Ore,51.5,13.108444,77.937411,Active,252.72,511.6,177.07,23.19,31.49,15.63,38.35,10.31,2057.97,18.08,171.43,10.05,0.797,0.456,0.52,3.99,138.09,2.02437480215258,2.804,0.40177777777777773,0.09256799999999998,0.886
893,Mine_00893,Vellore,Marble,3.03,12.092157,79.199504,Active,212.77,402.34,155.01,23.38,30.85,15.42,37.89,9.34,778.16,6.67,323.55,6.54,0.797,0.372,0.789,1.38,142.77,1.890962071720637,2.855,0.14822222222222223,0.07551599999999999,0.81
894,Mine_00894,Dindigul,Granite,99.96,8.594159,77.046865,Active,96.0,208.92,70.02,25.18,31.48,18.34,36.51,12.96,614.71,13.23,172.63,8.27,0.741,0.278,0.384,3.02,75.49,2.17625,2.3549999999999995,0.294,0.07200200000000001,0.819
895,Mine_00895,Erode,Limestone,39.2,8.446403,78.034911,Active,96.23,202.49,68.49,25.36,34.02,16.03,40.47,10.09,775.47,8.37,179.3,7.32,0.544,0.453,0.292,5.0,63.08,2.104229450275382,3.038,0.18599999999999997,0.206568,0.872
896,Mine_00896,Coimbatore,Sandstone,67.51,12.825987,79.479326,Active,241.37,512.45,175.3,22.79,29.86,14.71,37.85,7.97,842.65,20.36,163.17,10.51,0.556,0.667,0.568,1.39,150.25,2.123089033434147,2.9880000000000004,0.4524444444444444,0.29614799999999997,1.005
897,Mine_00897,Namakkal,Silica Sand,24.7,13.438623,78.174544,Active,255.83,561.09,184.66,22.73,29.85,14.85,37.95,7.54,715.28,23.33,214.55,10.14,0.452,0.791,0.243,1.52,175.67,2.193214243833796,3.0410000000000004,0.5184444444444444,0.4334680000000001,1.053
898,Mine_00898,Dindigul,Sand,11.43,10.961172,80.46461,Active,161.88,406.17,115.2,24.01,29.71,16.67,35.32,10.63,265.08,0.06,229.74,0.18,0.321,0.857,0.509,2.74,121.41,2.509080800593032,2.469,0.0013333333333333333,0.5819030000000001,0.975
899,Mine_00899,Tiruppur,Limestone,49.02,9.900688,76.03142,Active,140.64,304.07,97.33,24.03,31.62,16.33,38.96,9.24,1092.62,23.87,281.83,7.41,0.538,0.448,0.437,2.23,25.19,2.1620449374288966,2.972,0.5304444444444445,0.206976,0.995
900,Mine_00900,Theni,Limestone,68.34,9.855318,79.723857,Active,140.95,297.07,108.35,24.54,32.46,16.88,38.68,9.48,649.43,10.49,78.8,6.02,0.592,0.493,0.371,2.09,138.77,2.1076268180205746,2.92,0.2331111111111111,0.20114400000000002,0.881
901,Mine_00901,Cuddalore,Salt,11.04,9.28462,76.30684,Active,103.65,267.02,83.68,24.44,31.55,17.79,37.91,9.44,1529.71,21.63,165.47,10.95,0.821,0.182,0.615,4.38,31.43,2.576169802219006,2.847,0.48066666666666663,0.03257800000000001,1.015
902,Mine_00902,Namakkal,Silica Sand,13.78,10.295671,77.695901,Active,159.78,352.43,130.46,24.9,32.33,18.14,38.28,10.95,918.31,16.59,324.01,7.98,0.347,0.607,0.782,0.96,36.33,2.205720365502566,2.733,0.36866666666666664,0.39637100000000003,1.022
903,Mine_00903,Madurai,Marble,53.49,10.953727,79.77999,Active,184.94,385.7,135.74,23.93,30.74,17.06,35.77,11.07,241.37,5.7,283.74,5.35,0.608,0.284,0.389,0.73,56.14,2.08554125662377,2.47,0.12666666666666668,0.111328,0.774
904,Mine_00904,Kanyakumari,Limestone,14.16,9.762207,76.739291,Active,143.23,309.79,107.66,24.59,32.28,16.49,38.35,9.31,1012.47,40.59,107.38,15.55,0.695,0.579,0.305,2.31,41.05,2.1628848704880266,2.904,0.902,0.176595,1.077
905,Mine_00905,Tuticorin,Salt,40.3,8.681153,76.31741,Active,105.47,215.59,76.93,25.2,32.25,17.51,39.14,12.42,866.21,9.16,30.76,6.48,1.032,0.229,0.67,3.76,67.0,2.0440883663601026,2.6719999999999997,0.20355555555555555,-0.007328000000000006,0.802
906,Mine_00906,Dharmapuri,Limestone,68.87,10.99547,76.350354,Active,168.48,372.63,128.84,23.79,30.05,16.65,37.57,10.51,1533.06,28.2,187.19,9.69,0.679,0.566,0.48,3.51,130.01,2.2117165242165244,2.7060000000000004,0.6266666666666667,0.18168599999999996,1.003
907,Mine_00907,Namakkal,Granite,78.54,8.928455,79.842743,Active,98.41,255.22,71.17,24.72,30.64,18.17,36.65,10.0,433.84,6.69,72.53,4.65,0.709,0.266,0.264,2.51,179.34,2.5934356264607255,2.665,0.14866666666666667,0.07740600000000002,0.879
